Era,Lyrics
1980s, i feel the night explode when were together emotion overload in the heat of pleasuretake me im yours into your arms never let me go tonight i really need to knowtell it to my heart tell me im the only one is this really love or just a game tell it to my heart i can feel my body rock every time you call my namethe passions so complete its never ending as long as i receive the message youre sendingbody to body soul to soul always feel you near so say the words i long to heartell it to my heart tell me im the only one is this really love or just a game tell it to my heart i can feel my body rock every time you call my namelove love on the run breakin us down though we keep holdin on i dont want to lose no i cant let you gotell it to my heart tell me im the only one is this really love or just a game tell it to my heart i can feel my body rock every time you call my nametell it to my heart tell me from the start tell it to my heart tell it to my heart tell me from the start tell it to my heart never make it stop oh take it to the hearttell it to my heart tell me im the only one is this really love or just a game tell it to my heart i can feel my body rock every time you call my name tell it to my heart tell me im the only one is this really love or just a game tell it to my heart 
1980s,its now or never come hold me tight kiss me my darlin be mine tonight tomorrow will be too late its now or never my love wont wait when i first saw you with your smile so tender my heart was captured my soul surrendered ive spent a life time waiting for the right time now that yourew near the time is here at last its now or never come hold me tight kiss me my darlin be mine tonight tomorrow will be too late its now or never my love wont wait just like a willow we could cry an ocean if we lost true love and sweet devotion youre lips excite me let youre arms invite me for who knows when well meet again this way its now or never come hold me tight kiss me my darlin be mine tonight tomorrow will be too late its now or never my love wont wait
pre-1980, another day is at end mama says shes tired again no one can even begin to tell her i hardly know what to say but maybe its better that way is papa were hereim sure hed tell her shannon is gone i hope shes drifting out to sea she always loved to swim away maybe shell find an island with a shady tree just like the one in our backyard mama tried hard to pretend things would get better again somehow shes keeping it all inside her but finally the tears fill our eyes and i know that somewhere tonight she knows how much we really miss her 
1980s, some people stay far away from the door if theres a chance of it opening up they hear a voice in the hall outside and hope that it just passes bysome people live with the fear of a touch and the anger of having been a fool they will not listen to anyone so nobody tells them a liei know youre only protecting yourself i know youre thinking of somebody else someone who hurt you but im not above making up for the love youve been denying you could ever feel im not above doing anything to restore your faith if i can some people see through the eyes of the old before they ever get a look at the young im only willing to hear you cry because i am an innocent man i am an innocent man oh yes i amsome people say they will never believe another promise they hear in the dark because they only remember too well they heard somebody tell them beforesome people sleep all alone every night instead of taking a lover to bed some people find that its easier to hate than to wait anymorei know you dont want to hear what i say i know youre gonna keep turning away but ive been there and if i can survive i can keep you alive im not above going through it again ive not above being cool for a while if youre cruel to me ill understandsome people run from a possible fight some people figure they can never win and although this is a fight i can lose the accused is an innocent man i am an innocent man oh yes i am an innocent manyou know you only hurt yourself out of spite i guess youd rather be a martyr tonight thats your decision but im not below anybody i know if theres a chance of resurrecting a love im not above going back to the start to find out where the heartache begansome people hope for a miracle cure some people just accept the world as it is but im not willing to lay down and die because i am an innocent mani am an innocent man oh yes i am an innocent man 
2000s, uhuh uhuh uhuh i eat my dinner in my bathtub then i go to sex clubs watching freaky people getting it on it doesnt make me nervous if anything im restless yeah ive been around and ive seen it alli get home i got the munchies binge on all my twinkies throw up in the tub then i go to sleep and i drank up all my money days kind of lonelyyoure gone and i got to stay high all the time to keep you off my mind ooh ooh high all the time to keep you off my mind ooh ooh spend my days locked in a haze trying to forget you babe i fall back down gotta stay high all my life to forget im missing youpick up daddies at the playground how i spend my day time loosen up the frown make them feel alive i make it fast and greasy i know my way too easyyoure gone and i got to stay high all the time to keep you off my mind ooh ooh high all the time to keep you off my mind ooh ooh spend my days locked in a haze tryin to forget you babe i fall back down got to stay high all my life to forget im missing youstaying in my play pretend where the fun aint got no end oh cant go home alone again need someone to numb the pain oh staying in my play pretend where the fun aint got no end oh oh cant go home alone again need someone to numb the painyoure gone and i got to stay high all the time to keep you off my mind ooh ooh high all the time to keep you off my mind ooh ooh spend my days locked in a haze tryin to forget you babe i fall back down got to stay high all my life to forget im missing you 
1990s, come on join the joy ride everybody get your tickets here step right this wayhello you fool i love you cmon join the joyridei hit the road out of nowhere i had to jump in my car and be a rider in a love game following the stars dont need no book of wisdom i get no money talk at allshe has a train goin downtown shes got a club on the moon but shes tellin all her secrets in a wonderful balloon shes the heart of the fun fair shes got me whistlin her private tuneand it all begins where it ends and shes all mine my magic friendshe says hello you fool i love you cmon join the joyride join the joyrideshes a flower i can paint her shes a child of the sun were a part of this together could never turn around and run dont need no fortune teller to know where my lucky love belongs oh nocos it all begins again when it ends yeah and were all magic friends magic friends magic friendsshe says hello you fool i love you cmon join the joyride join the joyrideshe says hello you fool i love you cmon join the joyride be a joyride girl aowill take you on a sky ride a feelin like youre spellbound sunshine is a lady who rocks you like a babyshe says hello you fool i love you cmon join the joyride join the joyridehello you fool i love you cmon join the joyride join the joyridehello hello you fool i love you cmon cmon join the joyride be a joyride girl roxette 
1990s, oh oh oh yeahyou can hardly wait to tell all your friends how his kisses taste sweet like wine and how he always makes your heart skip a beat every time he walks byand if youre feeling down hell pick you up hell hold you close when youre making love hes everything you been dreaming of oh babyi wish youd look at me that way your beautiful eyes looking deep into mine telling me more than any words could say but you dont even know im alive baby to you all i am is the invisible man oh you dont see me babyyou probably spend hours on the phone talking bout nothing at all it doesnt matter what the conversation just as long as he callslost in a love so real and so sincere and youll wipe away others tears your face lights up whenever he appearsi wish youd look at me that way your beautiful eyes looking deep into mine telling me more than any words could say but you dont even know im alive baby to you all i am is the invisible man oh you dont see me babyi see you all the time baby huh the way you look at him i wish it was me sweetheart boy i wish it was me but i guessi wish youd look at me that way your beautiful eyes looking deep into mine telling me more than any words could say but you dont even know im alive baby to you all i am is the invisible mani wish youd look at me that way your beautiful eyes looking deep into mine telling me more than any words could say but you dont even know im alive baby to you all i am is the invisible manoh oh oh oh baby the invisible man you dont see me girl but i love you yes i love you the invisible manoh oh oh yeah yeah the invisible man baby baby baby yeah the invisible man 
1990s, boy you should know that i got you on my mind your secret admirer ive been watching youat night i think of you i want to be your lady baby if your game is on give me a call boo if your love is strong gonna give my all to youat night i think of you i want to be your lady baby if your game is on give me a call boo if your love is strong gonna give my all to you    memory  byamandah   editor    maryland basketball players jared nickens jaylen brantley and damonte dodd are going viral by doing hilarious running man dances to the 90s single my boo    see all   every day i pray my heart can win every night i pray i can call you my man yeah yeah yeah i need you i want you to have you hold you squeeze you so im going out every weekend just to see my boo againat night i think of you i want to be your lady baby if your game is on give me a call boo if your love is strong gonna give my all to youthese feelings i have for you they go deeper if you can come correct with your game boy no no no you cant relate boy but if you can please me then my love will come easy ill do anything you want freak me boy im thinkin of youat night i think of you i want to be your lady baby if your game is on give me a call boo if your love is strong gonna give my all to youboy youve got all i need from what i see and boy every night i am constantly thinking of youat night i think of you i want to be your lady baby if your game is on give me a call boo if your love is strong gonna give my all to you 
1980s, sometimes a love wont get cold hard as i try i know for sure everybody is telling me youll be over her eventually but how am i suppose to feel so securechorus when i keep wondering whos holding donna now when i keep wondering whos heart shes knocking around theres nothing i wouldnt do to be in his shoes right now and i keep wondering whos holding donna now and i keep wondering what magic can be found to turn me back to the one whos holding donna nowher letter started with goodbye ive read it half a million times tell me this is just a dream when i wake up shell be her next to me tell me it will be just the way it waschorus 
1990s, lately ive been watching you been thinkin bout you baby and everything you do just sittin away watching the days go by just sittin away watching the days go byhave you ever felt a breeze hit hard like the wind was blowing it apart as youre spinning like a merrygoround indications of a storm touching downwish that i can wear the rain and storm but i guess it was heart break from the norm was a day i will always remember the saddest day in sweet novemberlately ive been watching you been thinkin bout you baby and everything you do just sittin away watching the days go by just sittin away watching the days go bybaby im on my knees praying god help me please bring my baby back right back to me if lovin you was right then i dont wanna go wrong so i drown myself with tears sittin here singin another sad love songlately ive been watching you been thinkin bout you baby and everything you do just sittin away watching the days go by just sittin away watching the days go bylately ive been torn apart i wish you hadnt broke my heart im missin you babe missin you baby jaylately ive been torn apart i wish you hadnt broke my heart im missin you babe missin you baby jaylately ive been watching you been thinkin bout you baby and everything you do just sittin away watching the days go by just sittin away watching the days go by 
1990s, now maybe i didnt mean to treat you bad but i did it anyway and now maybe some would say your life was sad but you lived it anyway and so maybe your friends they stand around they watch your crumble as you falter to the ground and then someday your friends they stand beside as you were flying oh you were flying oh so highbut them someday people look at you for what they call their own they watch you suffer yeah they hear you calling home but then some day we could take our time to brush the leaves aside so you can reach us but you left me far behindnow maybe i didnt mean to treat you oh so bad but i did it anyway now maybe some would say youre left with what you had but you couldnt share the painno no no couldnt share the pain they watch you suffernow maybe i could have made my own mistakes but i live with what ive known and then maybe we might share in something great but wont you look at where weve grown wont you look at where weve gone but then someday comes tomorrow holds a sense of what i feel for you in my mind as you trip the final line and that cold day when you lost control shame you left my life so soon you should have told me but you left me far behindnow maybe i didnt mean to treat you oh so bad but i did it anyway now maybe some would say youre left with what you had but you couldnt share the pain no no nooh no oh no no no no now maybe i didnt mean to treat you oh so bad but i did it anyway now maybe some would say youre left with what you had but you couldnt share the pain i said times have changed your friends they come and watch you crumble to the ground they watch you suffer yeah they hold you down hold you down now maybe brother maybe love i didnt mean to treat you bad but you left me far behind left me far behind left me far behind 
2000s, i got the magic stick i know if i can hit it once i can hit it twice i hit the baddest chicks shorty you dont believe me then come with me tonight and ill show you magic what what magic i got the magic stickim a freak to the core get a dose once you gon want some more my tongue touch you girl you toes bound to curl this exclusive shit i dont share with the world i have you up early in the mornin moanin back shot proper or low cant stop us been a fiend for this since rakim made hits get the position down pack then its time to switchill rock the boat ill work the middle i speed it up straight beat it up when i aint in the hood with my toast out locn im in the telly workin up a sweat stroke tonights the night you can fall in love you can call your mama right now tell her you met a thug i pop a lot of shit cause i can back it up my left strokes the death strokei got the magic clit i know if i get licked once i get licked twice i am the baddest chick shorty you dont believe me then come with me tonight and ill show you magic what what magic i got the magic clitlil kim not a whore but i sex a nigga so good he gotta tell his boys when it come to sex dont test my skills cause my head game have you head over heels give a nigga the chills have him pay my bills buy a matching lambos with the same color wheels when i aint out shoppin spendin dudes cnotes im in the crib givin niggas deep throatstonight lil kim gon have you in the zone girls call ya crib im answerin the phone guys wanna wife me and give me the ring ill do it anywhere anyhow im down for anything couple of humps give a nigga goosebumps this junk in my trunk aint made for chumps when lil kims around you dont need the lie its the drugs baby im makin ya highi got the magic stick i know if i can hit it once i can hit it twice i am the baddest chick shorty you dont believe me then come with me tonight and ill show you magic what what magic magic i got the magic clitnow put your face in it i know you sprung off in your tongue i know you tastin it sex aint a race but i have a thug nigga breakin records and the time is one minute six seconds magic stick i got the magic box have that ass trickin after one back shot the gifts the ice i like that a lot the minks the leathers the cl dropi got the magic stick i know if i can hit it once i can hit it twice i hit the baddest chicks shorty you dont believe me then come with me tonight and ill show you maaagic what what magic magic i got the magic sticki got the magic stick i know if i get licked once i get licked twice i am the baddest chick shorty you dont believe me then come with me tonight and ill show you magic what what magic magic i got the magic stick 
1980s, some dreams are in the night time and some seem like yesterday but leaves turn brown and fade ships sail away you long to say a thousand words but seasons changeit feels like its forever no reason for emptiness but time just runs away no more day by day you dream again it seems in vain when seasons changei want you i want to feel you by my side i need you dont you know i need you babyseasons change feelings change its been so long since i found you yet it seems like yesterday seasons change people change ill sacrifice tomorrow just to have you here todayforever seems so far away theres time for love and for play you dream about today feeling slips away the winds that blow they go away and seasons changei want you dont hide your feelings from inside i need you ive got to have your love now babyseasons change feelings change its been so long since i found you yet it seems like yesterday seasons change people changei want you i want to feel you by my side i need you ive got to have your love now babyseasons change feelings change its been so long since i found you yet it seems like yesterday seasons change people change ill sacrifice tomorrow just to have you here today just to have you here todayseasons change feelings change its been so long since i found you yet it seems like yesterday seasons change people change change the season 
pre-1980,good lovin good lovin good lovin good lovin i was feelin so bad i asked my family doctor just what i had i said doctor mr md now can you tell me whats ailin meÌ¢ he said yeah yeah yeah yeah yeah yes indeed all i i really need good lovin now gimme that good good lovin good lovin all i need is lovin good lovin good good lovin baby good lovin honey please squeeze me tight dont you want your baby to be all right i said baby now its for sure i got the fever yeah and you got the cure unverified yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yes indeed all i really need good lovin cmon gimme that lovin good lovin all i need is lovin good lovin good good lovin baby good lovin good lovin good lovin good lovin all i need is lovin good lovin all i want is lovin good lovin lovin early in the morning good lovin lovin you late at night good lovin love love good lovin love love love love lovin
pre-1980, where did you goi was searchin on a oneway street i was hopin for a chance to meet i was waitin for the operator on the lineshes gone so long what can i do where could she be no no no dont know what im gonna do i gotta get back to youyou gotta slow down sweet talkin woman you got me runnin you got me searchin hold on sweet talkin lover its so sad if thats the way its overi was walkin many days go by i was thinkin bout the lonely nights communication breakdown all aroundshes gone so long what can i do where could she be no no no dont know what im gonna do i gotta get back to youyou gotta slow down sweet talkin woman you got me runnin you got me searchin hold on sweet talkin lover its so sad if thats the way its overive been livin on a dead end street ive been askin everybody i meet insufficient data coming throughshes gone so long what can i do where could she be no no no dont know what im gonna do i gotta get back to youoh slow down sweet talkin woman you got me runnin you got me searchin hold on sweet talkin lola its so sad if thats the way its overslow down sweet talkin woman you got me runnin you got me searchin hold on sweet talkin lover its so sad if thats the way its overslow down sweet talkin woman you got me runnin you got me searchin hold on sweet talkin lover its so sad if thats the way its over 
2000s, aye aye aye aye aye what you know about that what you know about that what you know about thataye dont you know i got key by the three when i chirp shawty chirp back louis napsack where i holdin all tha work atwhat you know about that what you know about that what you know about that hey i know all about thatloaded 44 on the low where the cheese at fresh off the jet to the jects where the gs atwhat you know about that what you know about that hey what you know about that hey i know all about thatsee me in ya city sittin pretty know im shining dawg ridin wid a couple latin broads and a china dolland you know how we ball ridin in shiny cars walk in designer malls buy everything we sawyou know about me dogg dont talk about me dogg and if you doubt me dogg you better out me doggim throwed off slightly bro dont wanna fight me bro im fast as lightning bro ya better use ya nikes broknow you dont like me cause yo bitch most likely does she see me on them dubs in front of every clubi be on dro im buzzed gave every ho a hug niggaz dont show me mugs cause you dont know me cuzaye dont you know i got key by the three when i chirp shawty chirp back louis napsack where i holdin all tha work atwhat you know about that what you know about that what you know about that hey i know all about thatloaded 44 on the low where the cheese at fresh off the jet to the jects where the gs atwhat you know about that what you know about that hey what you know about that hey i know all about thatcandy on the 64 leather guts and fishbowl 50 on the pinky ring just to make my fist glowya bitches get low because i get dough so what im rich ho i still would pull a kickdowhat you talking shit fo and gotta run and hit fo got you a yellin i thought you pulled out a gun and hit fobut yous a scary dude believed by very few just keep it very cool or we will bury yousee all that attitudes unnecessary dude you never carry tools not even square he cubeyou got these people fooled who see you on the tube whatever try the crew theyll see you on the newsaye dont you know i got key by the three when i chirp shawty chirp back louis napsack where i holdin all tha work atwhat you know about that what you know about that what you know about that hey i know all about thatloaded 44 on the low where the cheese at fresh off the jet to the jects where the gs atwhat you know about that what you know about that hey what you know about that hey i know all about thatfresh off the jet to the block burn a rubber with the top pop ill pop and bust a shot and tell em stop and make the block hotya label got got cuz you are not hot i got the top spot and it will not stopa video or not that will bust it to the glock stop drag ya out that bentley coupe and take it to the chop shoppartner we not yall if it may pop off ill answer the question will i get ya block knocked offand what it is bro look i will kill bro im in your hood if you a gangsta what you hid forsomebody better get bro for he get sent for you say you wanna squash me what you still talkin shit foraye dont you know i got key by the three when i chirp shawty chirp back louis napsack where i holdin all tha work atwhat you know about that what you know about that what you know about that hey i know all about thatloaded 44 on the low where the cheese at fresh off the jet to the jects where the gs atwhat you know about that what you know about that hey what you know about that hey i know all about that 
1990s, shes a good girl loves her mama loves jesus and america too shes a good girl crazy bout elvis loves horses and her boyfriend tooits a long day living in reseda theres a freeway runnin through the yard and im a bad boy cause i dont even miss her im a bad boy for breakin her heartand im free free fallin yeah im free free fallinall the vampires walkin through the valley move west down ventura boulevard and all the bad boys are standing in the shadows all the good girls are home with broken heartsand im free free fallin yeah im free free fallin free fallin now im free fallin now im free fallin now im free fallin now imi want to glide down over mulholland i want to write her name in the sky gonna free fall out into nothin gonna leave this world for a whileand im free free fallin yeah im free free fallin 
1980s, red roses temptation you make the most of a ify situation im weighing my decision whos to say if its love or if it isntonly time will tell just how well ill get to know you dont mean to lead you on but i want to take it slowly slowlyso dont rush me ive made that mistake before oh dont rush me this love could be so much more its well worth the waiting fordesire can mean danger i wanna lover not another stranger im saving all my passion whos to say if its love or just attractiononly time will tell just how well ill get to know you dont mean to lead you on but i want to take it slowly slowlyso dont rush me ive made that mistake before oh dont rush me this love could be so much more its well worth the waiting fordont rush me ive made that mistake before oh dont rush me this love could be so much more its well worth the waitingand my resistance is weakening weakening every time we touch cause baby youve got everything everything that ive been dreamin ofso dont rush me ive made that mistake before oh dont rush me this love could be so much more its well worth waitingdont rush me ive made that mistake before oh no no no no dont rush me this love could be so much more yeahdont rush me ive made that mistake before oh dont rush me ive made that mistake before yeahdont rush me this love could be so much more dont rush me 
pre-1980,somewhere my love there will be songs to sing although the snow covers the hope of spring somewhere a hill blossoms in green and gold and there are dreams all that your heart can hold someday well meet again my love someday whenever the spring breaks through youll come to me out of the long ago warm as the wind soft as the kiss of snow till then my sweet think of me now and then god speed my love till you are mine again lara my own think of me now and then god speed my love till you are mine again mine again
pre-1980, you got me looking at that heaven in your eyes i was chasing your direction i was telling you no lies and i was loving you when the words are said baby i lose my head and in a world of people theres only you and i there aint nothing come between us in the end how can i hold you when you aint even mine only you can see me through i leave it up to youdo it light taking me through the night shadow dancing baby you do it right give me more drag me across the floor shadow dancing all this and nothing moreall that i need is just one moment in your arms i was chasing your affection i was doing you no harm and i was loving you make it shine make it rain baby i know my way i need that sweet sensation of living in your love i cant breath when youre away it pulls me down you are the question and the answer am i only you can see me through i leave it up to youdo it light taking me through the night shadow dancing baby you do it right give me more drag me across the floor shadow dancing all this and nothing moreand in this world of people theres only you and i there aint nothing come between us in the end ah can i hold you when you aint even mine only you can see me through i leave it up to youdo it light taking me through the night shadow dancing baby you do it right give me more drag me across the floor shadow dancing all this and nothing moredo it light taking me through the night shadow dancing baby you do it right give me more drag me across the floor shadow dancing all this and nothing moredo it light taking me through the night shadow dancing baby you do it right give me more drag me across the floor shadow dancing all this and nothing moredo it light taking me through the night shadow dancing baby you do it right give me more drag me across the floor shadow dancing all this and nothing moredo it light taking me through the night shadow dancing baby you do it right give me more drag me across the floor shadow dancing all this and nothing more 
2000s, i met this girl late last year she said dont you worry if i disappear i told her im not really looking for another mistake i called an old friend thinking that the trouble would wait but then i jumped right in a week later returned i reckon she was only looking for a lover to burn but i gave her my time for two or three nights then i put it on pause until the moment was right i went away for months until our paths crossed again she told me i was never looking for a friend maybe you can swing by my room around ten baby bring the lemon and a bottle of gin well be in between the sheets till the late am baby if you wanted me then you should have just said shes singingdont fuck with my love that heart is so cold all over my own i dont wanna know that babe dont fuck with my love i told her she knows take aim and reload i dont wanna know that babefor a couple of weeks i only want to see her we drink away the days with a take away pizza before a text message was the only way to reach her now shes staying at my place and loves the way i treat her singing out aretha all over the track like a feature and never wants to sleep i guess that i dont want to either but me and her we make money the same way four cities two planes the same day and those shows have never been what its about maybe well go together and just figure it out id rather put on a film with you and sit on the couch but we should get on the plane or well be missing it now wish id have written it down the way that things played out when she was kissing him how i was confused about she should figure it out why im sat here singingdont with my love that heart is so cold all over my own i dont wanna know that babe dont fuck with my love i told her she knows take aim and reload i dont wanna know that babeon my hotel door i dont even know if she knows what for she was crying on my shoulder i already told you trust and respect is what we do this for i never intended to be next but you didnt need to to take him to bed thats all and i never saw him as a threat until you disappeared with him to have sex of course its not like we were both on tour we were staying on the same hotel floor and i wasnt looking for a promise or commitment but it was never just fun and i thought you were different this is not the way you realize that you want it its a bit too much too late if im honest and all this time god knows im singingdont fuck with my love that heart is so cold all over my own i dont wanna know that babe dont fuck with my love i told her she knows take aim and reload i dont wanna know that babedont fuck with my love that heart is so cold all over my own i dont wanna know that babe dont fuck with my love i told her she knows take aim and reload i dont wanna know that babe 
1980s, dont put your head on my shoulder sink me in a river of tears this could be the best place yet but you must overcome your fearsooh in time it could have been so much more the time is precious i know in time it could have been so much more the time has nothing to show because time wont give me time and time makes lovers feel like theyve got something real but you and me we know theyve got nothing but time and time wont give me time wont give me time time time timedont make me feel any colder time is like a clock in my heart touch me touch was the key too much i felt i lost you from the startooh in time it could have been so much more the time is precious i know in time it could have been so much more the time has nothing to show because time wont give me time and time makes lovers feel like theyve got something real but you and me we know theyve got nothing but time and time wont give me time wont give me time time time time ooh in time it could have been so much more the time is precious i know in time it could have been so much more the time has nothing to show because time wont give me time and time makes lovers feel like theyve got something real but you and me we know theyve got nothing but time and you know time wont give me time and time makes lovers feel like theyve got something real but you and me we know theyve got nothing but time and you know time wont give me time and time makes lovers feel like theyve got something real 
2000s, children grow and women producing men go working some go stealing everyones got to make a livingl o x j lo we off the block this year went from a little to a lot this year everybody mad at the rocks that i wear i know where im goin and i know where im from you hear lox in your ear yea were at the airport out decline from the block where everybody airforcedout with a new white tee you fresh nothin phony with us make the money get the mansion bring the homies with usdont be fooled by the rocks that i got im still im still jenny from the block used to have a little now i have a lot no matter where i go i know where i came from from the bronx dont be fooled by the rocks that i got im still im still jenny from the block used to have a little now i have a lot no matter where i go i know where i came from from the bronxfrom in living color and movie scripts to on the 6 to j lo to this headline clips i stayed grounded as the amounts roll in im real i thought i told you i really been on oprah thats just me nothin phony dont hate on me what you get is what you seedont be fooled by the rocks that i got im still im still jenny from the block used to have a little now i have a lot no matter where i go i know where i came from from the bronx dont be fooled by the rocks that i got im still im still jenny from the block used to have a little now i have a lot no matter where i go i know where i came from from the bronxim down to earth like this rockin this business ive grown up so much im in control and loving it rumors got me laughing kid love my life and my public put god first then cant forget to stay real to me its like breathingdont be fooled by the rocks that i got im still im still jenny from the block used to have a little now i have a lot no matter where i go i know where i came from from the bronx dont be fooled by the rocks that i got im still im still jenny from the block used to have a little now i have a lot no matter where i go i know where i came from from the bronxit take hard work to cash checks so dont be fooled by the rocks that i got now assets you get back what you put out even if you take the good route cant count the hood out after a while you know who to blink with just keep it real with the ones came in with best thing to do is stay low lox and jlo act like they dont but they knowdont be fooled by the rocks that i got im still im still jenny from the block used to have a little now i have a lot no matter where i go i know where i came from from the bronx dont be fooled by the rocks that i got im still im still jenny from the block used to have a little now i have a lot no matter where i go i know where i came from from the bronx dont be fooled by the rocks that i got im still im still jenny from the block used to have a little now i have a lot no matter where i go i know where i came from from the bronx dont be fooled by the rocks that i got im still im still jenny from the block used to have a little now i have a lot no matter where i go i know where i came from from the bronx 
2000s, oh yeahthe fancy cars the women and the caviar you know who we are cause were pimpin all over the world the fancy cars the women and the caviar you know who we are cause were pimpin all over the worldsing it hoes the world the world the worldall over the world baby its only right that i share my experiences with yall cause i been places youd never imagine but im gonna start at home when i see a girl i like i walk straight up to her and im like heyunh hey girl how ya doin you are the woman that im really pursuin and i would like to get to know you can you give me your name and if you jot down your number youll get mine in exchange heysee im the man in this town and i hope you wouldnt mind if i showed you around so when you go to certain places youll be thinkin of me we got people to meet and many places to see heymmm im really diggin your lips but be careful where you walkin when you swingin them hips im kinda concerned youll be causin a crash with your traffic jam booty heads pausin so fast heyi wouldnt trade you for the world i swear it i like your hair in every style that you wear it and how the colors coordinate with your clothes from your manicured nails to your pedicured toes hey whoo oh yeahthe fancy cars the women and the caviar you know who we are cause were pimpin all over the world the fancy cars the women and the caviar you know who we are cause were pimpin all over the worldyou hear the song so dance dont always think im tryin to get in your pants cause see me my pimpins in 3d im takin you places you only see on tv heytryin to show you how you livin is trite how many guys you know can bring the travel channel to life one day we on the autobahn swervin drivin next day we in the sun on the virgin islands heyif you wit me aint no time to sleep specially at wet willys on miami beach but ill drop you off and pay you no attention if i make to atlantas bronner brothers convention heythen jump in the car and just ride for hours makin sure i dont miss the homecoming at howards hawaii to dc theres plenty women to see so if your ass dont show up its more women for me hey oh yeahthe fancy cars the women and the caviar you know who we are cause were pimpin all over the world the fancy cars the women and the caviar you know who we are cause were pimpin all over the worldim in new york at the puerto rican day parade then at night im in new orleans drinkin hand grenades outnumbered by the dozens at the jazzfest then mardi gras all the women tryin to show me their chest heyim in jamaica spendin massive bucks while the ladies all beggin me to mash it up i had sad beginnings when i rapped with no fans now its all happy endings on my lap in japan heyi used to think that it was way too cold til i went to canada and saw some beautiful hoes now i hit the caribana every year in toronto then fly to illinois and get a taste of chicago heyunh oh yet and still you wouldnt believe your eyes if you went to brazil but where the best at aint no need in even askin bro the best women all reside in africa and thats real hey whoo oh yeahthe fancy cars the women and the caviar you know who we are cause were pimpin all over the world the fancy cars the women and the caviar you know who we are cause were pimpin all over the worldsing it hoes the world the world the world heypimpin pimpin pimpin ladies and gentlemen as we ride out could we have all the real pimps please put both your pinky fingers high in the airnow ladies look around with me lets see if we cant weed some of these niggas out cause it aint no way that all these niggas could be pimpinnow if happen to see a nigga with two sweat patches up under his arm look like he been swimmin in shoulder height water please tell that nigga put yo hands downif you smell like you been at work all day and drakkar please put your hands down now look up at the pinky fingers that are still in the airif you see em ashy around the knuckles like the nigga washed half his hands and lotioned three quarters of his body please say put yo hands downif youre spinning rims spin counter clockwise you are not pimpin if you are dancin on the dance floor and you look to your left and your right and there is not a woman in sight guess what you guessed it you are not pimpinif your vodka and cranberry is really really dark like blood thats because you didnt order vodka buddy and thats why its three dollars a glass oh put your hands downnow look down look down now i need i need everybody just to pull up your pants leg one time ok you see the nigga with the white socks not pimpin sorry unless youre part of the beat it entourageif your shoes have a buckle on em not pimpin 
1990s, hit it nah na na na nahhere comes the hot stepper murderer im the lyrical gangster murderer pick up the crew ina de area murderer still love you like that murdererno no we dont die yes we multiply anyone test will hear the fat lady sing act like you know rico i know what bo dont know touch them up and go uhoh chchchang changhere comes the hot stepper murderer im the lyrical gangster murderer excuse me mister officer murderer still love you like that murdererextraordinary juice like a strawberry money to burn baby all of the time cut to fade is me fade to cut is she come juggle with me i say every timehere comes the hot stepper murderer im the lyrical gangster murderer dial emergency number murderer still love you like that murderernah na na na nah its how we do it man nah na na na nahstart like a jackrabbit finish in front of it on the night is jack  thats it understand im the daddy of the mack daddy his are left in gold maybe aint no homie gonna play me top celebrity manmurderer im the lyrical gangster murderer excuse me mister officer murderer still love you like that murdererno no we dont die yes we multiply anyone test will hear the fat lady sing act like you know g go i know what bo dont know touch them up and go uhoh chchchang changhere comes the hot stepper murderer im the lyrical gangster murderer pick up the crew ina the area murderer still love you like that murderernah na na na nah yeah man nah na na na nah righthere comes the hot stepper murderer im the lyrical gangster murderer big up all crew bow ya murderer still love you like that murdererhere comes the hot stepper murderer im the lyrical danger murderer pick up the crew ina the area murderer still love you like that murdererhere comes the hot stepper im the lyrical gangster im a live ina me danger still love you like thathey da da da da 
