sentence,true_label,pred_label
Tom es mi alma gemela.,spa,spa
"Según la radio, mañana lloverá.",spa,eng
You should've asked Tom for help.,eng,spa
No entienden por qué Mary se enfadó con ustedes.,spa,spa
No hay duda de que Tom envenenó a Mary.,spa,spa
No tengo acceso a Internet en casa.,spa,spa
Ellos hablan mucho.,spa,spa
All Tom does nowadays is swim.,eng,spa
Tom said that he thought Mary was nervous.,eng,spa
A muchas chicas les gusta Tom.,spa,spa
Podría matarla.,spa,spa
Tom put on his jeans and a T-shirt.,eng,eng
Tom was suspended.,eng,spa
Estoy comiendo papitas a la francesa.,spa,spa
Tom pensaba que Mary vendría a su fiesta.,spa,spa
I'm sure Tom would've told me if he'd known.,eng,spa
"Finalmente, nos dirigimos a nuestros lectores con una petición aún más importante.",spa,spa
We will not surrender.,eng,eng
I think that Tom is adventurous.,eng,spa
I should've helped Tom with his homework.,eng,eng
«¿A él le gusta la música?» «Sí.»,spa,spa
Estaba internado en el hospital.,spa,spa
"La locura es rara por individuo, pero es norma en los grupos, equipos, pueblos y las eras.",spa,spa
"Tomorrow, it will be cold.",eng,spa
Sami paid Layla to do this.,eng,spa
Ayer cobré.,spa,spa
Él se levantó y se marchó.,spa,spa
Does Mary like her job?,eng,spa
Cruzaremos el río en un barco.,spa,spa
No es tan fiero el león como lo pintan.,spa,spa
¿Todavía no has terminado de desayunar?,spa,eng
Voy al trabajo.,spa,spa
María ha tirado las fotos al fuego.,spa,spa
Le dolía la cabeza.,spa,spa
"The Caped Crusader is friends with Robin, the boy Wonder.",eng,eng
Quijote quizá venga de Quijada.,spa,spa
I appreciate your insights.,eng,spa
The children work well together.,eng,eng
¿Por qué es la liebre un símbolo de la Semana Santa?,spa,spa
Those who try to be foolish are foolish.,eng,spa
Tom told me he thought that Mary was bipolar.,eng,spa
Bello es eso que deseas creer que es bello.,spa,spa
"I could have gone to the seaside, but I went to the mountains instead.",eng,spa
¿Por qué piensas que Tom no ha ido hoy a la escuela?,spa,spa
"He sat smoking, with his wife sewing beside him.",eng,spa
I lied every time Tom asked me about Mary.,eng,spa
Mañana no estudian.,spa,spa
I knew that Tom would be a difficult person to deal with.,eng,spa
Me dicen que aún sigue vivo.,spa,spa
Tom needs his medication.,eng,spa
Los muebles del salón eran de estilo moderno.,spa,spa
The sale will be over in two days.,eng,spa
Is this wine from Argentina?,eng,spa
Me parece que me he dejado el paraguas en el tren.,spa,eng
"Cuando estaba arreglando el enchufe, le dio una sacudida.",spa,spa
We're all trying to make names for ourselves.,eng,spa
Mary paró un taxi y se subió.,spa,spa
Equivoqué las respuestas del examen.,spa,spa
El ano es el orificio por el que se expele el excremento.,spa,spa
Tom and Mary lost what little money they had.,eng,spa
Te traje helado.,spa,spa
Tom was almost dead when we found him.,eng,spa
"If God had consulted me before embarking on the creation of the planets, I would have suggested a simpler system.",eng,spa
Very beautiful. Thank you very much!,eng,eng
She felt regret for having been rude to him.,eng,spa
Don't make promises that you can't or don't intend to keep.,eng,spa
I know that Tom is a fairly good skater.,eng,eng
"About 85% of the California coast experiences active erosion due to natural, and anthropogenic causes.",eng,spa
No malgaste su dinero.,spa,spa
I got a B in arithmetic.,eng,spa
Are you saying you don't want to help us paint the ceiling?,eng,spa
No me gustas.,spa,spa
He still wants to come.,eng,spa
Tom prepared to leave.,eng,spa
Se ha desarrollado un nuevo medio de comunicación - el ferrocarril.,spa,spa
"Tom quiere que Oliver aprenda a boxear, pero María opina que es demasiado peligroso.",spa,spa
Tom and Mary are interesting people.,eng,spa
Nunca lo habríamos pensado.,spa,spa
Esa canción es pegajosa.,spa,spa
I thought I could have done better.,eng,eng
Do you think he'll agree?,eng,spa
¿Qué hora es ahora en Londres?,spa,spa
I think we've made our point.,eng,eng
Él puede tomar prestado mi ciclomotor durante unos cuantos días.,spa,spa
Su discurso fue demasiado corto.,spa,spa
Sami can hurt you.,eng,spa
A healthy child can no more sit still than a puppy can.,eng,spa
I'm Tom's wife.,eng,spa
Quiero enfatizar este punto.,spa,spa
I don't know anything about that guy.,eng,spa
I thought you said you'd help us do that.,eng,eng
¿Tienes alguna idea de cómo es mi vida?,spa,spa
Sami put the suitcase in his closet.,eng,eng
¡Que así sea!,spa,spa
Deberías ir a la sinagoga en shabat.,spa,eng
¿Por qué me lo pides a mí? ¡Si puedes hacerlo tú mismo!,spa,spa
Interlingua es fácil de aprender.,spa,eng
Tom had never really been close to anyone.,eng,spa
Este test es importante.,spa,spa
Esperaba que comprendieras lo que quise decir.,spa,eng
Sami really needs to go home.,eng,spa
It's a complicated language.,eng,spa
Tom and Mary are still trying to figure out why that happened.,eng,spa
Never trust a naked woman.,eng,spa
Tom forgot to tell Mary what time the concert started.,eng,spa
Tenés que ser más cuidadoso de ahora en adelante.,spa,spa
I think Tom wants to go to Boston with you.,eng,spa
I can't go tomorrow.,eng,spa
¿Puedo unírmeles?,spa,spa
Las personas que conducen coches deben ponerse el cinturón de seguridad.,spa,spa
"Tom and Mary are already in Boston, aren't they?",eng,spa
Tom leaned back and stared at the ceiling.,eng,spa
Tom and I want to get married.,eng,spa
Tu respuesta es incorrecta.,spa,spa
I thought I'd answered all your questions.,eng,spa
The Collosseum is the very icon of Rome.,eng,spa
We are going on a school trip to Osaka Castle tomorrow.,eng,spa
No puedo irme sin verlo.,spa,spa
La llave estaba tan oxidada que ya no la podían usar.,spa,eng
Conditions could change.,eng,spa
"Por cierto, ¿de dónde eres?",spa,spa
A mí también me agrada el té perfumado.,spa,spa
Asia es mucho más grande que Australia.,spa,spa
This girl is much stronger than him.,eng,spa
Corrige mi ortografía si es incorrecta.,spa,spa
"¿No nos hemos encontrado antes?, preguntó el estudiante.",spa,spa
Tom dijo que no quiere siquiera pensar en eso.,spa,spa
Where's the pharmacy?,eng,spa
¿Has desayunado esta mañana?,spa,spa
Tom vio la carrera con binoculares.,spa,spa
Es imposible para él tener listo eso en una hora.,spa,spa
Tom said that this is healthy.,eng,spa
No son capaces de ponerse de acuerdo en nada.,spa,spa
They told us they couldn't win.,eng,spa
"Tom is thickheaded, isn't he?",eng,spa
"Tan pronto acabes, vete de aquí.",spa,spa
It's not a fish.,eng,spa
Tom llama todas las noches.,spa,spa
They told me that they believed that.,eng,eng
When is Tom planning to do that?,eng,eng
Tom has been blamed for the mess.,eng,spa
"En el verano, la temperatura varía entre treinta y cuarenta grados Celsius.",spa,spa
¡Síguelo!,spa,spa
"Voy a tratar, pero no sé bien si pueda ir mañana al cine.",spa,spa
Sami was packing his bag.,eng,spa
Me tomé un vaso de cerveza para apaciguar mi sed.,spa,spa
Tom verdaderamente quiere mejorar.,spa,eng
The grizzly bear headed to the river to fish.,eng,spa
Why would you want Tom to do that?,eng,eng
Tom didn't visit Boston.,eng,spa
What's our problem?,eng,spa
Lo hiciste bien.,spa,spa
"If you're sleepy, you should sleep.",eng,spa
Los dos son espantosos.,spa,spa
«¿Por qué quieres morir?» «¿Por qué quieres vivir?»,spa,spa
The weather was getting worse and worse.,eng,spa
Avísame cuando averigües qué es.,spa,spa
¿Dónde estaba Tom cuando se desató el incendio?,spa,spa
John vino a Japón ayer.,spa,eng
Ya está hecho.,spa,spa
¿Cuándo te gustaría verle?,spa,spa
"Nos fuimos encariñando poco a poco, tirándonos flores por aquí y por allá.",spa,eng
Tenía la cara cubierta de barro.,spa,spa
Improving corporate performances are behind the stock market recovery.,eng,spa
Me insultó sin ningún motivo.,spa,spa
Ellos no mantuvieron su promesa.,spa,spa
My horse likes apples.,eng,spa
Tom said that Mary was lying.,eng,spa
¿A qué día de la semana estamos?,spa,spa
¿Oye mis palabras?,spa,spa
Soy oficinista.,spa,spa
Can I go in there now?,eng,spa
I intend to do that for you.,eng,spa
"Lamentablemente, voy un poco atrasado.",spa,spa
Quería hablarte de eso.,spa,spa
You have to stop helping Mary.,eng,spa
We're really good.,eng,spa
Tu padre estudió conmigo cuando íbamos al colegio.,spa,spa
¿Podría explicarnos cómo funciona el lavavajillas?,spa,spa
Nunca dudé del resultado.,spa,spa
What does this paragraph mean?,eng,spa
De las miserias suele ser alivio una compañía.,spa,spa
Tom has been rather busy recently.,eng,spa
I had good reason to be angry.,eng,spa
Sami sat back down.,eng,spa
¿A cuánto está el cambio de moneda?,spa,spa
Con vuestra ayuda atraparemos a Tom.,spa,spa
Tom is almost fully recovered.,eng,spa
Tom said he'd be going back to Boston right after the game.,eng,spa
Tom is reluctant to do that.,eng,eng
Mi profesor me guió en la elección de mi carrera.,spa,spa
El que no arriesga no gana.,spa,spa
Hay muchos platos sucios en la fregadera.,spa,spa
¿Cómo podía haber visto lo que hacías cuando estabas parado detrás de mí? ¡No tengo ojos por detrás!,spa,eng
La violencia de la conquista de México fue un espantoso capítulo en la historia de los pueblos americanos.,spa,spa
Ya lo discutimos.,spa,spa
Él caminaba en la ciudad.,spa,spa
He told me he didn't do it.,eng,eng
Tom and Mary cleaned their rooms.,eng,spa
¿Por qué intentaste escapar?,spa,spa
I think that something bad might happen.,eng,spa
Él felicitó a su hijo por haber conseguido el primer premio.,spa,spa
¿Es niño o niña?,spa,spa
Never mind all that.,eng,eng
¿Cómo supiste que estábamos aquí?,spa,spa
Era una cálida noche de verano.,spa,spa
¿Quieres que le diga a la policía?,spa,spa
Los conejos son animales sociales.,spa,spa
Please do not open the windows.,eng,spa
Tom todavía no se ha decidido.,spa,spa
You must take the apple.,eng,spa
¿Podemos salvar el planeta?,spa,spa
Detectives were watching Fadil's reactions.,eng,spa
"¿Qué has hecho con los cuatro yogures? ""Uno me lo he comido y los otros tres los he guardado en el frigorífico.""",spa,eng
No sé quién hablaba conmigo.,spa,spa
It matters to us.,eng,spa
Mi amigo tuvo ayer un examen muy importante.,spa,spa
I've brought a gift for Tom.,eng,spa
He always tries to trip people up.,eng,spa
Layla remembers Sami.,eng,spa
I knew that Tom very well.,eng,spa
Estaba absorto en sus pensamientos.,spa,spa
Everything has been arranged.,eng,spa
"As for me, I have nothing against the plan.",eng,spa
Tom respondió a todas las preguntas que le hizo Mary.,spa,spa
El chico que está parado por allá es mi hijo.,spa,spa
He felt his knees tremble.,eng,spa
Sami was a damaged child.,eng,spa
Tom y Mary son hijos únicos.,spa,spa
Donde hay niños hay una edad de oro.,spa,spa
There are always choices.,eng,spa
Tomás hizo trampa.,spa,spa
Tom isn't the only boy invited to Mary's party.,eng,spa
You could've told the truth.,eng,spa
¿Te divierte vivir así?,spa,spa
No le importan los contribuyentes.,spa,spa
El teléfono dejó de funcionar.,spa,eng
¿Qué es la verdad?,spa,spa
Let's go to a concert in LA.,eng,eng
"No quiero hacerme un análisis. No me impresiona la sangre, pero no me gusta que me pinchen.",spa,spa
I expect him to pass the examination.,eng,spa
I'll follow your advice.,eng,spa
Tom and I talked for quite a while this afternoon.,eng,spa
He is not your dad.,eng,spa
Mary barely touched her food.,eng,spa
Aquélla no se vende.,spa,spa
"Si no podés encontrar ese artículo en la web, intentá buscarlo en esta enciclopedia.",spa,spa
"That sound annoyed me at first, but now I've gotten used to it.",eng,eng
Esperamos que ustedes entiendan en la difícil situación que nos encontramos.,spa,spa
¿Te sabes su número?,spa,spa
I don't know where Boston is.,eng,spa
¿Hay una habitación para mí?,spa,spa
Vete a bañar.,spa,spa
Hay un número incalculable de cuerpos celestes en el espacio.,spa,spa
"What will you do with the body, my lord?",eng,spa
Había un alemán en la fiesta que no sabía una palabra de portugués.,spa,spa
"En verano, es esencial beber mucha agua cuando sudamos.",spa,spa
It is necessary to fight AIDS with whatever weapons are at hand.,eng,spa
I'm sure I can get away with it.,eng,eng
Tenemos que aprender inglés.,spa,spa
"Nunca hubiera pensado que algún día buscaría ""viagra"" en Wikipedia.",spa,spa
¿La próxima semana estarás disponible para una cita?,spa,spa
This is the first time I've ever fanned myself with a true fan.,eng,spa
Tom would've done that by himself if Mary hadn't been there.,eng,spa
Ellos te engañaron.,spa,spa
Tom and Mary said they wouldn't mind waiting for us.,eng,spa
Dame tres tizas.,spa,spa
Tom won't be permitted to do that again.,eng,spa
Sami put the gun in Layla's sewing basket.,eng,eng
"Sometimes, your worst enemy is sleeping right next to you and you don't realize it.",eng,eng
I've explained the problem to Tom.,eng,spa
Tom and Mary said they plan on doing that.,eng,eng
Can you tell me how to get to the library?,eng,spa
"No queria haber matado aquella señora con el coche, sin embargo, conducir bebido fue muy negligente..",spa,spa
"At first, I thought I had an advantage because I spoke a Romance language.",eng,spa
Sami was busy preparing his speech.,eng,spa
Si Tom no hubiese sido tan inseguro probablemente habría aceptado el amor de Mary.,spa,spa
¿Cuántos cadáveres tienen en su sótano?,spa,spa
La mejor forma de hacer verdad tus sueños es despertando.,spa,spa
She told me she was doing fine.,eng,spa
Le proporcionará lo que usted necesita.,spa,spa
¿Me invitas a un café?,spa,spa
"You've never been here, have you?",eng,spa
I need to get to the hospital.,eng,spa
I think that I'll be in Boston by 2:30.,eng,eng
You may go now.,eng,spa
Llegué ahí justo a tiempo.,spa,spa
Tom and Mary knew they didn't have enough time to do what had to be done.,eng,spa
I've made a decision.,eng,spa
I could hardly keep from laughing.,eng,spa
¡No la toque!,spa,eng
Espero que mi sueño se haga realidad.,spa,spa
Pensé que podríamos salir por algo de comer.,spa,eng
"If Tom doesn't do what he's supposed to do, please let me know.",eng,spa
Eres mi héroe.,spa,spa
Dudo que Tom alguna vez regrese a casa.,spa,spa
Está pensando en su próximo viaje.,spa,spa
En la oficina actual ya no caben más personas.,spa,spa
What are you doing home so early?,eng,spa
El chico saltó al agua.,spa,spa
Ella cumple diecisiete años en febrero.,spa,spa
I was there at the same time Tom was.,eng,spa
My cat needs surgery.,eng,spa
Esta mañana he ido al trabajo en bicicleta.,spa,spa
En cuanto leyó la carta la rompió.,spa,spa
Do you remember what to do?,eng,spa
Sami stayed faithful to Layla.,eng,spa
Maybe you'd like to meet him.,eng,spa
Ella es una muy buena nadadora.,spa,spa
Tengo una cita previa.,spa,spa
I couldn't come because of the rain.,eng,spa
Tom and Mary invited me to their home.,eng,spa
"El tomate es una verdura, no una fruta.",spa,spa
Eres adoptada.,spa,spa
Tom explained the rules in detail.,eng,spa
Ella salió con sus amigas.,spa,spa
Sami's lizard was making a strange noise.,eng,spa
No me puedo acordar de todos sus nombres.,spa,spa
The last time that I saw Tom was at your place.,eng,spa
El caballo está lejos de la casa.,spa,spa
¡Sé intrépido!,spa,spa
El espejo está muy sucio.,spa,spa
Is there something in the refrigerator that we can drink?,eng,eng
Down with the king!,eng,eng
It's freezing here.,eng,spa
I fell in love with a woman.,eng,spa
Sé que es importante para ti.,spa,spa
Send this by airmail.,eng,spa
La carencia afectiva puede llevar a una persona a cometer suicidio.,spa,spa
Es desconocido el nombre de mi país.,spa,spa
Things went well.,eng,spa
Please don't make so much noise. I'm trying to work.,eng,eng
"Water springs out of a fountain, flows downwards in a brook, runs in a beck, stands in a pond, glides in the stream, is whirled about in a whirlpool and causes fens.",eng,spa
Ella lo convenció de aceptar el soborno.,spa,spa
"Sami worked very hard to provide a better life for his daugther, Layla.",eng,spa
"Ella es más inteligente que Mary, pero no es tan bella como Mary.",spa,spa
I feel really bad about that.,eng,eng
Somos varones.,spa,spa
Tom and Mary spend a lot of money on their son.,eng,spa
Me encanta aprender cosas nuevas.,spa,spa
Can I have a private opinion?,eng,spa
The man swimming in the river is my friend.,eng,spa
¿La torre es tan importante en el juego de ajedrez?,spa,spa
Ya es hora del almuerzo.,spa,spa
Dejanos algunas frases para traducir.,spa,eng
We need a plan B.,eng,eng
You never called. What's up with that?,eng,eng
I used to want more than this.,eng,spa
Tom is counting his money.,eng,spa
It's going to be difficult to find somebody to replace Tom.,eng,spa
"El gobierno es corrupto, pero la oposición es poco mejor.",spa,eng
Di a luz a mi primer hijo el año pasado.,spa,spa
I don't see a single way out!,eng,eng
La justicia es la ley de los débiles.,spa,spa
Tom didn't think Mary was surprised.,eng,spa
Mi humor depende completamente del estado del tiempo.,spa,spa
Los milagros realmente existen y creemos en ellos.,spa,spa
I compared this picture with that picture.,eng,spa
I have no objection to Tom going to Australia with Mary.,eng,spa
La forma del tejado se parece a una pirámide.,spa,spa
¡Usted no entra aquí sin corbata!,spa,spa
Yo creo que él es feliz.,spa,spa
¿Os habéis vuelto locas?,spa,spa
"Entonces, el camión de la basura no vendrá mañana.",spa,spa
Don't you miss that?,eng,eng
María maneja pésimo.,spa,spa
I thought it'd be more expensive.,eng,spa
"No hace falta que vengas a la oficina, te puedes tomar el día libre.",spa,spa
"A sumo wrestler thinks nothing of consuming 20,000 calories a day.",eng,spa
Tom won't get away with it this time.,eng,spa
She still lives by herself.,eng,spa
Gracias a Dios que sobreviví.,spa,spa
La llegada de las tropas condujo a más violencia.,spa,spa
No quiero vivir por siempre.,spa,spa
¿Qué haces aquí?,spa,spa
"Opening the door, I found a stranger standing there.",eng,spa
"Look, Tom, we have to move.",eng,spa
Tom said that he thought that Mary wasn't having fun.,eng,spa
They're thieves and murderers.,eng,spa
¿Qué estaba comiendo Tomás?,spa,spa
He's a weirdo.,eng,spa
La mayoría de los estudiantes aquí son aplicados.,spa,spa
Sami's dog is distracting us.,eng,spa
I'm not defending Tom.,eng,spa
Tom buscaba sus llaves.,spa,spa
"Si haces eso con él, te vas a arrepentir.",spa,eng
¿Lo tienen en rojo?,spa,spa
Me miró sorprendido.,spa,spa
Ese borracho está molestando a las dos chicas.,spa,spa
That's commonplace.,eng,spa
Mi madre le está preparando una tarta a mi padre.,spa,spa
¿Están ustedes listos?,spa,spa
De noche no hay mujer fea.,spa,spa
This is offensive.,eng,spa
Tom says I have to babysit tonight.,eng,eng
Muchas personas emigraron a América.,spa,spa
"As I got the train, I didn't think I wouldn't return any more.",eng,spa
"You didn't happen to get her phone number, did you?",eng,spa
Ahórrate la saliva.,spa,spa
Existen numerosas universidades en Kioto.,spa,spa
He oído la versión francesa de esta canción.,spa,spa
Do you want to tell him?,eng,spa
I thought that you were used to living in a trailer.,eng,eng
Lo tengo todo menos dinero.,spa,spa
¿Puedo enchufar esto a una toma de corriente de 220 voltios?,spa,spa
No estoy de acuerdo con ellas.,spa,spa
¿Dónde están tus niños?,spa,spa
"You forgot to tell Tom where to meet us, didn't you?",eng,spa
Why don't you come to Australia?,eng,spa
What Tom thinks isn't important.,eng,eng
Es un hombre cuyo corazón está lleno de esperanza.,spa,spa
We can work outdoors only as long as it's light.,eng,eng
I wonder whether or not Tom is unmarried.,eng,spa
Are you teasing me?,eng,spa
That looks like tea.,eng,spa
¿Qué piensan acerca de la guerra?,spa,spa
Tom se halló encadenado a un enorme tubo en una fábrica abandonada.,spa,spa
¡Qué bien canta ella!,spa,spa
Él cortó la cuerda con sus dientes.,spa,spa
Sami was just trying to do the right thing.,eng,spa
I borrowed money from her.,eng,eng
"One day in July, we went to the sea.",eng,spa
Sami visited Istanbul during the Eid holiday.,eng,spa
La noticia de su embarazo la tomó por sorpresa.,spa,spa
Tom said that he thought that he might not be permitted to do that by himself.,eng,spa
A Tom no le gusta cuando Mary lo critica en público.,spa,spa
Tom eligió pasar las Navidades con Mary en vez de con su familia.,spa,spa
Él no me dijo cuando volverá.,spa,eng
Who will guard the guards themselves?,eng,spa
Tom said Mary frequently does that by herself.,eng,spa
Tom is the only guy I know who has a pilot's license.,eng,spa
Tom told Mary that he didn't think John was faster at doing that than Alice.,eng,spa
Tom didn't show up for the appointment.,eng,eng
Tom wanted to get home before dark.,eng,eng
Quiero ser quien menos regale.,spa,spa
Ellos se divertían.,spa,spa
Ese país es rico en recursos naturales.,spa,spa
I should get packed.,eng,spa
Asegúrate de que esté bien lubricado.,spa,spa
"¿De quién se trata, Tom?",spa,spa
¿Alguna vez has comido un pastel de plátano?,spa,spa
¿Ya lo terminaste?,spa,spa
Esos detalles llevan el sello de la verdad.,spa,spa
Con tanto ruido no se puede dormir.,spa,eng
I have accustomed myself to work long hours.,eng,spa
"Préstame tu diccionario, por favor.",spa,eng
Esta botella contiene un poco de güisqui.,spa,spa
Tu hermana disfruta el ver luchas de sumo en la TV.,spa,spa
Ella tiene un cierto talento literario.,spa,spa
I hope you can schedule time to do that.,eng,eng
Jiro no ha vuelto todavía de Nueva York.,spa,eng
I knew he didn't die.,eng,spa
What's wrong?,eng,spa
¿Cuánto deberían obtener?,spa,eng
¿Por qué estás en este barco?,spa,spa
Mary is off doing her own thing.,eng,spa
Él sufría de dolor de estómago.,spa,spa
Your son is an angel.,eng,spa
Children go back to school in autumn.,eng,spa
¿Piensas que estoy de broma?,spa,spa
Yo no quería morir.,spa,eng
Don't you intend to do that?,eng,eng
El nombre del hombre que vi ayer es Hill.,spa,spa
I don't think it's fair that you pick me over her!,eng,eng
Did Tom and Mary have an argument?,eng,eng
"I am a snake, my name is Lucy.",eng,spa
Ella le compró a él unos dulces.,spa,spa
Mis calificaciones eran promedio.,spa,spa
Tomás desapareció.,spa,spa
I won't kill you.,eng,spa
I doubt she knows what she's talking about.,eng,eng
Despluma a los pajaritos antes de hornearlos.,spa,spa
Thanks for your hospitality.,eng,spa
Yo diría que el segundo.,spa,spa
"Tom isn't up, but Mary is.",eng,spa
"Tom will do that tomorrow, too.",eng,spa
No estoy aquí por diversión.,spa,spa
Esta sopa está muy salada.,spa,spa
Él le preguntó a Nancy si estaba libre al día siguiente.,spa,spa
Descubrimos una gran novedad.,spa,spa
I thought I could get more.,eng,spa
Tom and Mary said there wasn't anything they could do about that.,eng,eng
¡Nos hemos hablado ni una sola palabra!,spa,spa
"Me gustaría uno por el pasillo, por favor.",spa,eng
"When I return in the evening, I'm always very tired.",eng,spa
Lo echo de menos.,spa,spa
La casa de Tom se quemó.,spa,spa
I'd be happy if you'd come.,eng,spa
Me encantaría bailar con vos.,spa,spa
"He tried it again, but in vain.",eng,spa
La novia lo dejó plantado en el altar.,spa,eng
"You know what to expect, don't you?",eng,spa
It's not something that I can decide quickly.,eng,spa
This is not my first time canoeing.,eng,spa
No puedes confiar en nadie.,spa,spa
"Let's sing this song, shall we?",eng,spa
Tom debe despertar.,spa,eng
Even small amounts of lead are dangerous.,eng,spa
Tom says he knows what Mary is doing.,eng,spa
You should've told Tom and Mary why they needed to do that.,eng,eng
I'm doing that already.,eng,spa
Layla sold her company.,eng,spa
Neither Tom nor Mary has been around for very long.,eng,spa
"Quien se casa por amores, malos días y buenas noches.",spa,spa
No lo invité.,spa,spa
Ésos son cucos.,spa,spa
I didn't think Tom would be so skeptical.,eng,spa
Déjame hacer mi trabajo.,spa,spa
They are free from care.,eng,spa
I wanted to thank you.,eng,spa
Véndemelo.,spa,spa
Todos saben que eres rico.,spa,spa
Is there a better way to do that?,eng,eng
Es fácil de hacer y es simple.,spa,spa
I wish you'd quit doing what you're doing.,eng,spa
"Lo siento, llegué tarde.",spa,spa
¿Sientes que te queda bien?,spa,spa
"Mis padres fueron a la iglesia, pero yo no fui.",spa,spa
¡Oh! ¿En serio?,spa,spa
Tu mejor maestro es tu último error.,spa,eng
I've learned a little French.,eng,spa
I'm going to have dinner with my son.,eng,spa
Nuestro único testigo se niega a prestar declaración.,spa,spa
Tom burned a hole in his coat.,eng,eng
"He isn't so tall, is he?",eng,spa
Espero con ganas a verte la próxima semana.,spa,spa
Is this a big deal?,eng,spa
Fumar es poco saludable.,spa,spa
Mary juega bien al basquetbol.,spa,spa
You never seem to pay attention.,eng,spa
That's what really angered me.,eng,spa
Pinches tacos me cayeron mal.,spa,spa
Déjame contarte a cerca de los orígenes de esta escuela,spa,eng
Tom and Mary said that they'd buy what was needed.,eng,spa
"Dice que hablo muy rápido, pero es así que hablamos en portugués.",spa,spa
There are children here.,eng,spa
Mi amigo me preguntó si me sentía bien.,spa,spa
Acá hay una página que quizás encuentre útil si es que usted aún no es familiar con la información contenida en ella.,spa,spa
Es un libro español.,spa,spa
Esta sustancia absorbe CO₂.,spa,spa
Solo otro presidente había sido sometido a un proceso de destitución.,spa,spa
That's very elegant.,eng,eng
Tom will know what that means.,eng,spa
"No es bonito, es hortera.",spa,spa
Tom has already decided he isn't going to try to escape.,eng,spa
Esto es mentira.,spa,spa
The flower is opening.,eng,spa
Nos sentamos uno al lado del otro.,spa,spa
Sami made more videos.,eng,spa
Mary said she I thought I should do that myself.,eng,spa
She said that she felt left out.,eng,eng
Muchos judíos fueron deportados por los alemanes.,spa,spa
Me dijeron que ustedes pasaban un invierno excepcionalmente frío.,spa,spa
Tell me what you ate.,eng,spa
No ha visto a nadie.,spa,spa
You're really looking much better.,eng,eng
Was the door closed?,eng,spa
Tom and Mary said they were very hungry.,eng,spa
I wanted to ask Tom how long he had lived in India.,eng,spa
¡Todavía queda mucho por hacer!,spa,eng
Tom te ayudará.,spa,eng
"Ni he coincidido, ni coincido, ni coincidiré jamás con tu modo de ver las cosas.",spa,spa
I hope it's worth it.,eng,eng
Era tan obvio.,spa,spa
The sun was on the point of rising in the east.,eng,eng
Es el pueblo en el que nací.,spa,spa
Nadar me es divertido.,spa,spa
Tom and Mary like their new jobs a lot.,eng,eng
"Quiero ser un doctor, un enfermero o un profesor.",spa,eng
I only drink water.,eng,eng
Tom and Mary told John that they thought Alice was unconscious.,eng,spa
"Él no se consideraba un cobarde, pero era visto así.",spa,spa
Haven't you asked Tom and Mary why they didn't do that?,eng,eng
I really need your help.,eng,spa
El hermano de mi padre y el hermano de mi madre son mis tíos.,spa,spa
La habitación está muy limpia.,spa,spa
She takes a bad picture.,eng,spa
Me baño casi todos los días.,spa,spa
"I still live in Australia, but my family has already moved to New Zealand.",eng,spa
What happened in the park?,eng,eng
A Jack le interesa la pintura.,spa,spa
Sé que estarás de acuerdo conmigo.,spa,spa
I have confidence in them.,eng,spa
Pasaré algunos días en tu casa.,spa,spa
Tom entendió lo que María quería decir.,spa,eng
Sami felt a little agitated.,eng,spa
Necesito una asistente.,spa,spa
Come on over.,eng,eng
No tenía por qué hacerlo.,spa,spa
"Cuando usted le hace un pedido a una estrella fugaz, en realidad le está haciendo un pedido a un meteorito.",spa,spa
The television serial is getting more and more interesting.,eng,spa
Ella es la más hermosa en el grupo.,spa,spa
I often ignore Tom's advice.,eng,spa
Sé que se fue a Londres.,spa,spa
La nieve impidió que llegáramos a tiempo.,spa,spa
¿Cómo se te ocurrió una excusa tan buena?,spa,spa
¿Crees en los extraterrestres?,spa,spa
Ella echó una ojeada al registro para ver si su nombre figuraba en él.,spa,spa
Estudiamos francés cada día en la escuela.,spa,spa
Don't confuse love and desire.,eng,spa
Mi mejor amiga está ahora en Roma.,spa,spa
Tom se quedó tirado cuando su coche se estropeó en el medio de ninguna parte.,spa,spa
Tom is on a diet because he's a little overweight.,eng,eng
Haré según tu propuesta.,spa,spa
"Si no hay solución, entonces no hay problema.",spa,spa
Sami didn't open the front door for Layla.,eng,spa
Mira los zapatos de Tomás.,spa,spa
Espero no haber dicho ninguna estupidez.,spa,spa
¡Ganaron ustedes!,spa,eng
No fewer than five hundred students were present.,eng,eng
¿Ahora qué vamos a hacer?,spa,eng
"¿Qué le gusta más, montar en bicicleta o hacer footing?",spa,spa
Es un precio bajo a pagar.,spa,eng
A la mitad de mi clase le gustan los perros.,spa,spa
What do you say we ditch this joint?,eng,eng
¿Qué puedes atisbar allí al frente?,spa,spa
Poland is a big country.,eng,spa
¿Qué sentido tiene que yo mienta?,spa,spa
Please write that down.,eng,spa
He is not so tall as you.,eng,spa
Juego a un juego de navegador.,spa,eng
I couldn't handle it.,eng,eng
Mary asked Tom join her group.,eng,spa
I filled in the blanks.,eng,spa
The young couple fell in love with each other very soon.,eng,spa
I was absolutely stunned.,eng,spa
Él va a ser padre por segunda vez.,spa,spa
Él le hizo una silla a su hijo.,spa,spa
"La chica se tropezó con la alfombra, pero consiguió mantener el equilibrio.",spa,spa
Can you abstain from smoking for a week?,eng,eng
Sami doesn't know many people who do YouTube.,eng,spa
Ellos informaron que el barco está a diez kilómetros de la costa.,spa,spa
